CustomerID,CustomerName,Segment,City,Region,JoinDate
1545,Patricia Thomas,Corporate,Seattle,North,2020-03-10
1546,Chris Jackson,Home Office,Kansas City,Central,2019-07-10
1547,Betty Jackson,Consumer,Phoenix,West,2020-04-28
1548,Chris Jones,Consumer,Denver,West,2022-08-11
1549,Mark Smith,Consumer,Minneapolis,North,2023-10-23
1550,Thomas Jackson,Consumer,Indianapolis,Central,2019-12-24
1551,Jennifer Martin,Corporate,Minneapolis,North,2020-07-30
1552,Patricia Johnson,Consumer,Detroit,North,2022-10-15
1553,Sarah Rodriguez,Home Office,Atlanta,South,2020-03-31
1554,Thomas Martinez,Consumer,Seattle,North,2020-08-29
1555,Nancy Smith,Consumer,Kansas City,Central,2024-01-03
1556,Robert Jackson,Consumer,Boston,North,2024-04-02
1557,Michael Brown,Corporate,Washington,East,2024-12-27
1558,Michael Jones,Consumer,Minneapolis,North,2019-09-04
1559,Chris Lopez,Consumer,Atlanta,South,2021-09-07
1560,Sarah Rodriguez,Consumer,Indianapolis,Central,2020-02-05
1561,John Rodriguez,Corporate,Dallas,South,2024-05-18
1562,Daniel Rodriguez,Home Office,Atlanta,South,2020-01-21
1563,Karen Garcia,Consumer,Miami,South,2024-12-30
1564,Richard Smith,Home Office,Miami,South,2024-02-16
1565,Patricia Moore,Consumer,Houston,South,2022-04-17
1566,William Williams,Consumer,Indianapolis,Central,2020-01-02
1567,Sandra Davis,Consumer,Washington,East,2020-11-26
1568,Richard Brown,Corporate,Detroit,North,2021-10-03
1569,Chris Thomas,Consumer,Minneapolis,North,2022-09-13
1570,Karen Brown,Home Office,Washington,East,2022-04-21
1571,Jennifer Lopez,Home Office,Miami,South,2023-08-19
1572,Chris Jones,Consumer,Indianapolis,Central,2024-08-11
1573,Robert Gonzalez,Consumer,Kansas City,Central,2020-09-05
1574,Matthew Davis,Corporate,New York,East,2023-06-01
1575,Joseph Lopez,Corporate,Denver,West,2021-04-25
1576,Susan Taylor,Home Office,St. Louis,Central,2022-05-10
1577,Elizabeth Wilson,Corporate,Miami,South,2020-03-28
1578,Lisa Davis,Home Office,Seattle,North,2020-02-15
1579,Lisa Martinez,Consumer,Houston,South,2020-03-18
1580,Nancy Taylor,Home Office,Los Angeles,West,2024-01-07
1581,Thomas Moore,Corporate,Dallas,South,2024-11-05
1582,Ashley Smith,Corporate,Los Angeles,West,2021-05-24
1583,Lisa Taylor,Corporate,St. Louis,Central,2022-01-01
1584,Nancy Taylor,Home Office,Detroit,North,2021-02-25
1585,Mark Jones,Consumer,Houston,South,2023-05-19
1586,Richard Garcia,Consumer,Detroit,North,2024-10-26
1587,Mark Moore,Home Office,Boston,North,2022-01-24
1588,Jessica Martinez,Consumer,Boston,North,2022-08-14
1589,Ashley Martinez,Home Office,Detroit,North,2021-09-13
1590,Paul Martin,Home Office,Chicago,Central,2024-06-15
1591,Karen Anderson,Consumer,Boston,North,2019-05-01
1592,Barbara Garcia,Consumer,New York,East,2019-04-28
1593,Jessica Miller,Consumer,Seattle,North,2024-02-04
1594,Patricia Thomas,Consumer,Kansas City,Central,2023-11-14
1595,Richard Lopez,Consumer,Philadelphia,East,2024-07-16
1596,Patricia Anderson,Corporate,San Francisco,West,2022-04-14
1597,Barbara Wilson,Consumer,San Francisco,West,2020-10-30
1598,Elizabeth Johnson,Consumer,Houston,South,2021-05-22
1599,Jennifer Miller,Home Office,Phoenix,West,2019-08-14
1600,Jessica Moore,Consumer,New York,East,2023-12-26
1601,Thomas Gonzalez,Consumer,Miami,South,2023-09-30
1602,Robert Lopez,Consumer,Seattle,North,2020-09-04
1603,Susan Martin,Corporate,Houston,South,2023-02-06
1604,Elizabeth Thomas,Consumer,Denver,West,2022-07-05
1605,Lisa Taylor,Consumer,San Francisco,West,2020-12-21
1606,Matthew Davis,Corporate,New York,East,2022-03-21
1607,Matthew Brown,Corporate,San Francisco,West,2024-07-30
1608,Sandra Jackson,Corporate,Kansas City,Central,2021-05-18
1609,Robert Gonzalez,Consumer,Atlanta,South,2020-08-12
1610,James Martin,Consumer,Atlanta,South,2024-01-17
1611,Thomas Martinez,Corporate,Detroit,North,2023-10-31
1612,Susan Thomas,Consumer,Atlanta,South,2023-01-12
1613,Patricia Rodriguez,Consumer,Los Angeles,West,2022-09-04
1614,William Johnson,Consumer,Charlotte,East,2022-01-12
1615,Michael Martinez,Consumer,Seattle,North,2022-11-14
1616,Jennifer Rodriguez,Home Office,Chicago,Central,2024-02-04
1617,Patricia Brown,Corporate,Washington,East,2022-09-04
1618,Barbara Lopez,Corporate,Kansas City,Central,2022-12-23
1619,Daniel Rodriguez,Consumer,St. Louis,Central,2021-12-07
1620,Robert Martin,Consumer,Los Angeles,West,2020-06-15
1621,Matthew Anderson,Home Office,Kansas City,Central,2021-06-05
1622,Lisa Thomas,Home Office,Boston,North,2022-08-23
1623,Robert Miller,Consumer,Atlanta,South,2019-10-03
1624,Joseph Brown,Home Office,Washington,East,2023-05-15
1625,Thomas Taylor,Corporate,Detroit,North,2023-12-18
1626,Elizabeth Johnson,Home Office,Miami,South,2020-09-16
1627,Jessica Moore,Home Office,Minneapolis,North,2023-09-21
1628,Anthony Taylor,Consumer,Minneapolis,North,2024-03-04
1629,Michael Garcia,Consumer,Denver,West,2022-04-23
1630,Paul Taylor,Consumer,Kansas City,Central,2019-05-13
1631,Sandra Davis,Consumer,St. Louis,Central,2022-08-31
1632,Linda Johnson,Consumer,New York,East,2021-03-07
1633,Paul Rodriguez,Home Office,New York,East,2020-12-03
1634,Mark Miller,Consumer,New York,East,2022-01-20
1635,William Williams,Home Office,Boston,North,2023-05-27
1636,Susan Martin,Consumer,St. Louis,Central,2020-10-05
1637,Linda Rodriguez,Consumer,Seattle,North,2023-04-02
1638,Daniel Rodriguez,Home Office,Seattle,North,2023-07-19
1639,Linda Hernandez,Consumer,Kansas City,Central,2024-03-22
1640,Joseph Davis,Corporate,Indianapolis,Central,2021-01-03
1641,Paul Thomas,Consumer,Phoenix,West,2020-12-04
1642,Mark Garcia,Consumer,Dallas,South,2021-05-03
1643,James Martinez,Consumer,San Francisco,West,2022-06-05
1644,John Jones,Consumer,Dallas,South,2021-05-15
1645,Patricia Taylor,Consumer,Dallas,South,2023-10-11
1646,Richard Smith,Consumer,Seattle,North,2023-07-02
1647,Linda Williams,Consumer,Seattle,North,2020-09-29
1648,Betty Brown,Consumer,Chicago,Central,2019-05-15
1649,Robert Thomas,Corporate,New York,East,2021-07-13
1650,William Thomas,Consumer,San Francisco,West,2022-09-17
1651,James Johnson,Consumer,Boston,North,2020-08-23
1652,Paul Wilson,Consumer,New York,East,2024-12-31
1653,Susan Gonzalez,Consumer,Houston,South,2021-10-21
1654,Nancy Brown,Consumer,Philadelphia,East,2023-07-30
1655,Elizabeth Lopez,Consumer,Minneapolis,North,2020-05-27
1656,Ashley Williams,Home Office,New York,East,2023-04-22
1657,Susan Taylor,Consumer,Kansas City,Central,2021-04-05
1658,Paul Martinez,Corporate,Dallas,South,2020-12-12
1659,David Thomas,Corporate,Washington,East,2020-06-05
1660,Sandra Jones,Corporate,New York,East,2019-04-15
1661,Richard Anderson,Corporate,Miami,South,2020-12-02
1662,Chris Wilson,Home Office,Los Angeles,West,2020-07-13
1663,William Jones,Consumer,Philadelphia,East,2020-04-11
1664,Jessica Wilson,Consumer,Phoenix,West,2022-11-04
1665,Betty Davis,Consumer,Phoenix,West,2020-10-24
1666,Sarah Moore,Home Office,Indianapolis,Central,2024-10-14
1667,Thomas Jackson,Corporate,Los Angeles,West,2023-12-29
1668,Barbara Smith,Consumer,Houston,South,2021-11-25
1669,Robert Brown,Consumer,Boston,North,2024-07-30
1670,Elizabeth Anderson,Consumer,Washington,East,2020-10-28
1671,Michael Davis,Consumer,Indianapolis,Central,2021-12-25
1672,Richard Smith,Corporate,Houston,South,2020-11-13
1673,Matthew Brown,Corporate,Phoenix,West,2019-11-14
1674,James Jones,Consumer,Detroit,North,2021-01-13
1675,James Jackson,Home Office,Minneapolis,North,2020-02-16
1676,Jessica Jones,Corporate,San Francisco,West,2021-04-23
1677,Lisa Hernandez,Consumer,Charlotte,East,2023-11-17
1678,Robert Johnson,Home Office,Boston,North,2020-07-05
1679,Jennifer Smith,Consumer,Minneapolis,North,2024-11-27
1680,Ashley Jackson,Consumer,Denver,West,2022-02-26
1681,David Williams,Consumer,Dallas,South,2021-01-08
1682,Karen Johnson,Consumer,Atlanta,South,2023-10-03
1683,Jessica Hernandez,Corporate,Houston,South,2024-07-07
1684,Mary Lopez,Corporate,Denver,West,2021-02-10
1685,Patricia Williams,Consumer,Miami,South,2020-06-24
1686,Elizabeth Garcia,Consumer,New York,East,2021-12-13
1687,Anthony Martinez,Consumer,Minneapolis,North,2019-05-21
1688,David Williams,Home Office,Houston,South,2021-12-16
1689,Mary Johnson,Consumer,Chicago,Central,2024-09-08
1690,Anthony Martinez,Home Office,New York,East,2023-04-06
1691,Anthony Gonzalez,Corporate,Kansas City,Central,2022-10-16
1692,Susan Taylor,Consumer,Houston,South,2022-12-24
1693,Jessica Jackson,Home Office,Houston,South,2023-07-20
1694,Robert Anderson,Consumer,Boston,North,2021-01-26
1695,Betty Jones,Corporate,Minneapolis,North,2021-09-06
1696,Betty Jones,Consumer,Miami,South,2024-04-12
1697,Paul Gonzalez,Consumer,Charlotte,East,2019-09-17
1698,Chris Thomas,Consumer,Chicago,Central,2020-12-21
1699,Sarah Williams,Consumer,Minneapolis,North,2022-09-25
1700,Ashley Martinez,Consumer,Phoenix,West,2021-03-02
1701,John Williams,Consumer,Washington,East,2023-03-24
1702,David Anderson,Corporate,Phoenix,West,2024-07-27
1703,Mary Lopez,Home Office,Houston,South,2024-09-26
1704,Joseph Lopez,Consumer,Denver,West,2020-09-16
1705,John Wilson,Consumer,St. Louis,Central,2023-06-15
1706,Lisa Davis,Corporate,New York,East,2019-11-26
1707,Sandra Brown,Consumer,Chicago,Central,2020-12-30
1708,Linda Gonzalez,Home Office,Dallas,South,2020-01-30
1709,Joseph Moore,Home Office,Boston,North,2024-06-27
1710,Jennifer Brown,Home Office,Los Angeles,West,2020-03-23
1711,Richard Hernandez,Consumer,Denver,West,2021-07-02
1712,Matthew Thomas,Consumer,Charlotte,East,2021-08-24
1713,Jessica Jones,Corporate,Los Angeles,West,2021-01-03
1714,Mary Lopez,Corporate,New York,East,2023-07-12
1715,Michael Smith,Home Office,San Francisco,West,2019-11-14
1716,Daniel Garcia,Consumer,Phoenix,West,2022-02-02
1717,John Martinez,Home Office,Boston,North,2023-10-22
1718,Nancy Rodriguez,Consumer,Denver,West,2021-08-30
1719,William Martinez,Consumer,Seattle,North,2024-01-26
1720,Jessica Moore,Corporate,Charlotte,East,2024-08-30
1721,Ashley Jackson,Consumer,Dallas,South,2023-03-29
1722,Lisa Jackson,Corporate,Minneapolis,North,2020-02-19
1723,Robert Anderson,Home Office,Washington,East,2019-06-04
1724,Betty Wilson,Consumer,Phoenix,West,2020-07-15
1725,Daniel Anderson,Corporate,Detroit,North,2020-09-02
1726,Michael Miller,Consumer,Chicago,Central,2019-09-03
1727,Michael Lopez,Consumer,Kansas City,Central,2023-07-01
1728,Mark Lopez,Consumer,Houston,South,2023-06-01
1729,Daniel Anderson,Consumer,New York,East,2024-11-10
1730,Thomas Hernandez,Consumer,Washington,East,2024-01-15
1731,Barbara Garcia,Consumer,Dallas,South,2024-01-25
1732,Elizabeth Wilson,Corporate,Dallas,South,2023-07-17
1733,Betty Brown,Consumer,Chicago,Central,2020-03-30
1734,Jessica Martin,Home Office,Detroit,North,2020-06-04
1735,Chris Johnson,Corporate,Detroit,North,2024-11-27
1736,Anthony Anderson,Consumer,San Francisco,West,2021-10-05
1737,Patricia Lopez,Home Office,Minneapolis,North,2024-07-12
1738,James Lopez,Corporate,Denver,West,2023-09-14
1739,Paul Rodriguez,Consumer,St. Louis,Central,2022-04-07
1740,Paul Wilson,Consumer,San Francisco,West,2019-04-24
1741,Mark Taylor,Home Office,Minneapolis,North,2023-06-18
1742,Jennifer Jackson,Home Office,St. Louis,Central,2023-01-08
1743,Karen Gonzalez,Home Office,Dallas,South,2021-06-04
1744,Daniel Gonzalez,Home Office,Indianapolis,Central,2020-09-15
1745,Thomas Garcia,Consumer,Dallas,South,2022-10-31
1746,Patricia Jackson,Corporate,Minneapolis,North,2024-12-01
1747,Michael Williams,Consumer,Philadelphia,East,2022-11-17
1748,James Martin,Corporate,Los Angeles,West,2020-12-23
1749,Lisa Jones,Home Office,Detroit,North,2019-07-19
1750,Daniel Davis,Consumer,Philadelphia,East,2021-12-13
1751,Anthony Rodriguez,Corporate,Kansas City,Central,2023-07-03
1752,Daniel Smith,Corporate,New York,East,2020-11-15
1753,Joseph Martin,Consumer,Chicago,Central,2020-07-04
1754,Paul Garcia,Consumer,Miami,South,2022-03-15
1755,Richard Brown,Consumer,Phoenix,West,2021-08-05
1756,Jessica Williams,Consumer,Detroit,North,2020-02-02
1757,Daniel Anderson,Home Office,Denver,West,2022-10-12
1758,Paul Garcia,Corporate,Miami,South,2019-05-18
1759,William Lopez,Consumer,Chicago,Central,2020-07-30
1760,Thomas Rodriguez,Home Office,Chicago,Central,2021-01-14
1761,Thomas Taylor,Corporate,Houston,South,2019-07-10
1762,Paul Miller,Consumer,Miami,South,2020-07-20
1763,Lisa Jones,Consumer,Atlanta,South,2020-03-13
1764,Barbara Moore,Corporate,San Francisco,West,2020-04-17
1765,Thomas Gonzalez,Home Office,Denver,West,2024-02-26
1766,Nancy Rodriguez,Home Office,Philadelphia,East,2021-06-25
1767,Betty Miller,Home Office,Boston,North,2021-02-13
1768,Susan Martin,Corporate,Denver,West,2024-04-07
1769,Susan Miller,Consumer,New York,East,2023-07-23
1770,Jennifer Johnson,Home Office,New York,East,2024-04-20
1771,Karen Taylor,Consumer,Charlotte,East,2022-07-22
1772,Betty Hernandez,Consumer,Seattle,North,2021-04-12
1773,John Miller,Corporate,Miami,South,2022-01-05
1774,Patricia Smith,Consumer,Philadelphia,East,2022-10-15
1775,Joseph Jackson,Corporate,Boston,North,2021-08-29
1776,Elizabeth Martin,Consumer,Houston,South,2023-08-03
1777,Matthew Martin,Home Office,Houston,South,2022-05-19
1778,William Hernandez,Consumer,Detroit,North,2024-02-22
1779,Mary Rodriguez,Consumer,Detroit,North,2024-11-08
1780,Karen Hernandez,Consumer,Detroit,North,2021-03-07
1781,James Jackson,Home Office,Houston,South,2022-06-17
1782,Mark Gonzalez,Consumer,Phoenix,West,2020-09-24
1783,Daniel Smith,Consumer,Chicago,Central,2023-01-17
1784,David Hernandez,Corporate,Detroit,North,2022-08-21
1785,Jessica Martin,Consumer,Los Angeles,West,2022-10-10
1786,Sandra Brown,Home Office,Charlotte,East,2024-10-17
1787,Linda Johnson,Home Office,Chicago,Central,2019-08-04
1788,Sandra Wilson,Consumer,Houston,South,2022-11-19
1789,Mark Moore,Home Office,Minneapolis,North,2023-05-26
1790,Patricia Johnson,Home Office,Boston,North,2019-09-30
1791,Matthew Martin,Corporate,Boston,North,2022-12-15
1792,Ashley Jones,Consumer,Phoenix,West,2021-03-04
1793,Sandra Jones,Corporate,Minneapolis,North,2022-11-04
1794,Thomas Taylor,Consumer,Denver,West,2020-08-20
1795,William Thomas,Consumer,Denver,West,2022-05-30
1796,Barbara Moore,Home Office,Washington,East,2020-03-11
1797,John Thomas,Consumer,Atlanta,South,2020-02-20
1798,Mark Gonzalez,Consumer,Minneapolis,North,2024-07-06
1799,Mark Jackson,Corporate,Boston,North,2021-08-08
1800,Matthew Anderson,Corporate,St. Louis,Central,2022-10-05
1801,Linda Lopez,Consumer,Chicago,Central,2020-09-20
1802,Michael Williams,Consumer,San Francisco,West,2023-10-02
1803,Robert Anderson,Home Office,Miami,South,2020-05-29
1804,Paul Anderson,Consumer,Minneapolis,North,2019-06-13
1805,Barbara Rodriguez,Consumer,Detroit,North,2024-05-04
1806,Susan Miller,Consumer,Chicago,Central,2023-03-28
1807,William Johnson,Consumer,Indianapolis,Central,2024-12-16
1808,Daniel Gonzalez,Corporate,New York,East,2019-10-25
1809,Michael Gonzalez,Consumer,San Francisco,West,2022-07-24
1810,Patricia Johnson,Corporate,Charlotte,East,2024-02-15
1811,Mary Johnson,Consumer,Minneapolis,North,2020-07-21
1812,David Davis,Home Office,Houston,South,2020-05-24
1813,Patricia Davis,Corporate,Denver,West,2023-09-02
1814,Jennifer Miller,Consumer,Charlotte,East,2021-07-27
1815,Patricia Garcia,Consumer,Washington,East,2019-04-19
1816,Sandra Davis,Consumer,Indianapolis,Central,2022-09-08
1817,William Anderson,Consumer,Minneapolis,North,2021-05-13
1818,William Smith,Consumer,Detroit,North,2024-01-23
1819,Nancy Smith,Consumer,New York,East,2021-03-06
1820,Sandra Davis,Consumer,Los Angeles,West,2024-09-27
1821,Mark Davis,Consumer,Seattle,North,2022-07-10
1822,Patricia Martinez,Home Office,Atlanta,South,2020-04-25
1823,Lisa Lopez,Home Office,Charlotte,East,2024-10-06
1824,Barbara Anderson,Consumer,Charlotte,East,2022-02-08
1825,Paul Taylor,Corporate,Washington,East,2023-01-02
1826,David Taylor,Corporate,Indianapolis,Central,2020-07-11
1827,Sandra Davis,Corporate,Minneapolis,North,2023-11-12
1828,James Davis,Consumer,Miami,South,2024-11-05
1829,Lisa Williams,Consumer,Phoenix,West,2021-07-30
1830,Paul Moore,Home Office,Los Angeles,West,2022-05-02
1831,Ashley Lopez,Home Office,San Francisco,West,2022-03-28
1832,Elizabeth Miller,Consumer,Denver,West,2022-05-12
1833,Susan Anderson,Consumer,St. Louis,Central,2020-08-22
1834,James Thomas,Home Office,Washington,East,2020-07-01
1835,Thomas Martinez,Corporate,Dallas,South,2020-12-12
1836,Elizabeth Williams,Corporate,Miami,South,2024-09-21
1837,Michael Martinez,Home Office,Detroit,North,2019-09-21
1838,Elizabeth Smith,Consumer,Seattle,North,2024-09-27
1839,Robert Lopez,Home Office,Seattle,North,2022-01-30
1840,Matthew Rodriguez,Consumer,Kansas City,Central,2020-03-24
1841,Elizabeth Davis,Consumer,Dallas,South,2020-03-02
1842,Susan Gonzalez,Home Office,Philadelphia,East,2023-08-06
1843,Karen Martinez,Consumer,Boston,North,2022-08-26
1844,Nancy Miller,Consumer,Phoenix,West,2020-10-28
1845,Elizabeth Williams,Consumer,San Francisco,West,2022-08-22
1846,Betty Wilson,Consumer,San Francisco,West,2023-06-24
1847,Thomas Lopez,Consumer,Indianapolis,Central,2022-10-11
1848,Susan Anderson,Consumer,Denver,West,2023-12-24
1849,John Jones,Corporate,Chicago,Central,2023-12-26
1850,Robert Martin,Consumer,Philadelphia,East,2023-06-13
1851,Anthony Gonzalez,Consumer,St. Louis,Central,2019-11-12
1852,Mark Johnson,Consumer,Detroit,North,2024-06-04
1853,Karen Brown,Home Office,New York,East,2023-01-01
1854,Sandra Johnson,Consumer,Indianapolis,Central,2022-12-24
1855,Thomas Jones,Consumer,Chicago,Central,2021-07-24
1856,Paul Jones,Consumer,San Francisco,West,2021-10-08
1857,Karen Miller,Consumer,New York,East,2024-09-13
1858,Thomas Brown,Consumer,Minneapolis,North,2020-08-14
1859,Mark Taylor,Consumer,Detroit,North,2019-07-16
1860,Richard Thomas,Home Office,Seattle,North,2022-08-17
1861,Sandra Martin,Consumer,Miami,South,2024-03-09
1862,Robert Davis,Consumer,Houston,South,2021-05-02
1863,Jessica Martinez,Consumer,Kansas City,Central,2024-08-08
1864,Nancy Rodriguez,Consumer,Detroit,North,2023-05-20
1865,Mark Wilson,Consumer,Detroit,North,2023-12-09
1866,Chris Gonzalez,Consumer,Charlotte,East,2020-08-11
1867,Mary Lopez,Home Office,New York,East,2024-03-31
1868,James Garcia,Consumer,Denver,West,2022-05-15
1869,Paul Taylor,Consumer,Kansas City,Central,2023-03-05
1870,Barbara Jackson,Consumer,Minneapolis,North,2020-12-17
1871,Ashley Gonzalez,Consumer,Miami,South,2022-08-29
1872,Karen Garcia,Consumer,Denver,West,2024-07-21
1873,Matthew Hernandez,Consumer,St. Louis,Central,2020-09-18
1874,John Johnson,Consumer,St. Louis,Central,2023-10-16
1875,Nancy Brown,Consumer,Atlanta,South,2020-05-06
1876,Anthony Davis,Consumer,Phoenix,West,2021-11-10
1877,Ashley Williams,Consumer,Dallas,South,2023-12-22
1878,Sandra Williams,Consumer,New York,East,2019-09-07
1879,William Brown,Corporate,New York,East,2021-03-19
1880,Michael Rodriguez,Consumer,San Francisco,West,2021-07-03
1881,Lisa Garcia,Consumer,Philadelphia,East,2021-07-09
1882,Chris Smith,Corporate,Kansas City,Central,2020-03-24
1883,Betty Jones,Home Office,Minneapolis,North,2019-08-21
1884,William Garcia,Corporate,Charlotte,East,2020-01-26
1885,Mark Miller,Consumer,Indianapolis,Central,2021-05-24
1886,Karen Moore,Home Office,Phoenix,West,2023-04-06
1887,Daniel Gonzalez,Home Office,Detroit,North,2024-01-22
1888,Betty Taylor,Consumer,Chicago,Central,2020-09-08
1889,Mary Martin,Consumer,Detroit,North,2021-11-06
1890,Ashley Rodriguez,Consumer,Minneapolis,North,2022-07-07
1891,Elizabeth Williams,Consumer,New York,East,2021-01-12
1892,Karen Johnson,Consumer,Miami,South,2023-09-28
1893,Daniel Smith,Consumer,Detroit,North,2022-03-19
1894,William Johnson,Consumer,Phoenix,West,2021-07-06
1895,Linda Thomas,Consumer,St. Louis,Central,2019-12-18
1896,John Wilson,Consumer,Chicago,Central,2023-02-21
1897,Robert Rodriguez,Corporate,Chicago,Central,2024-08-19
1898,Thomas Davis,Corporate,Seattle,North,2024-10-31
1899,Betty Davis,Consumer,Denver,West,2022-08-31
1900,Sarah Martin,Home Office,Seattle,North,2021-06-18
1901,Richard Gonzalez,Corporate,Detroit,North,2019-11-06
1902,Patricia Anderson,Consumer,Denver,West,2020-10-22
1903,Michael Hernandez,Consumer,St. Louis,Central,2023-03-17
1904,John Jackson,Consumer,Minneapolis,North,2021-11-12
1905,Sandra Davis,Home Office,Los Angeles,West,2019-06-07
1906,Joseph Garcia,Consumer,Seattle,North,2020-09-07
1907,Elizabeth Jones,Corporate,Washington,East,2022-01-01
1908,John Rodriguez,Home Office,Los Angeles,West,2020-02-15
1909,Paul Davis,Consumer,Dallas,South,2023-04-08
1910,Sandra Davis,Consumer,Washington,East,2022-07-18
1911,Patricia Johnson,Consumer,Washington,East,2024-11-28
1912,John Miller,Home Office,Denver,West,2022-05-26
1913,Lisa Moore,Consumer,Kansas City,Central,2022-09-07
1914,Linda Anderson,Corporate,Philadelphia,East,2019-08-31
1915,Jessica Johnson,Consumer,Los Angeles,West,2019-07-03
1916,Mark Williams,Consumer,Indianapolis,Central,2022-08-19
1917,James Gonzalez,Consumer,Indianapolis,Central,2024-10-25
1918,Richard Garcia,Corporate,Minneapolis,North,2021-07-27
1919,Mary Moore,Corporate,Chicago,Central,2022-09-07
1920,Betty Jackson,Consumer,Boston,North,2022-03-17
1921,Sandra Wilson,Corporate,Boston,North,2024-02-17
1922,Lisa Martinez,Home Office,Seattle,North,2023-08-13
1923,Chris Jackson,Corporate,Indianapolis,Central,2024-01-07
1924,Joseph Davis,Consumer,Philadelphia,East,2023-07-16
1925,John Davis,Corporate,Boston,North,2022-05-04
1926,Mary Martin,Consumer,Washington,East,2023-09-09
1927,Patricia Martinez,Consumer,Washington,East,2019-05-27
1928,Joseph Anderson,Consumer,Washington,East,2021-04-08
1929,Barbara Thomas,Corporate,Detroit,North,2019-09-05
1930,Mary Jackson,Home Office,Kansas City,Central,2023-11-05
1931,Joseph Garcia,Consumer,Washington,East,2019-12-25
1932,Robert Davis,Corporate,Washington,East,2024-10-24
1933,Patricia Johnson,Consumer,Houston,South,2021-11-15
1934,Mary Moore,Corporate,Indianapolis,Central,2022-10-27
1935,James Lopez,Consumer,Boston,North,2022-02-24
1936,Patricia Williams,Consumer,Minneapolis,North,2023-03-09
1937,Michael Hernandez,Consumer,Seattle,North,2021-12-02
1938,Paul Martinez,Consumer,Los Angeles,West,2024-01-17
1939,Susan Lopez,Consumer,Washington,East,2023-01-08
1940,Barbara Johnson,Consumer,New York,East,2021-01-22
1941,Karen Miller,Home Office,Houston,South,2020-06-15
1942,Richard Jackson,Consumer,St. Louis,Central,2021-09-03
1943,John Davis,Consumer,Dallas,South,2020-02-22
1944,Sandra Taylor,Corporate,Indianapolis,Central,2020-08-15
1945,William Rodriguez,Consumer,Indianapolis,Central,2024-03-17
1946,William Davis,Corporate,St. Louis,Central,2021-12-31
1947,William Brown,Corporate,Philadelphia,East,2024-05-17
1948,John Lopez,Consumer,Denver,West,2023-04-28
1949,Karen Davis,Consumer,Boston,North,2024-09-10
1950,Ashley Moore,Consumer,San Francisco,West,2020-09-01
1951,Betty Martinez,Consumer,San Francisco,West,2022-03-08
1952,Susan Taylor,Home Office,Seattle,North,2023-11-05
1953,Paul Garcia,Home Office,Indianapolis,Central,2021-06-26
1954,Susan Rodriguez,Corporate,Minneapolis,North,2020-08-13
1955,Sandra Johnson,Home Office,Los Angeles,West,2020-09-05
1956,Robert Taylor,Home Office,Minneapolis,North,2020-01-31
1957,Robert Gonzalez,Corporate,Denver,West,2023-03-28
1958,William Hernandez,Consumer,Miami,South,2020-08-06
1959,John Lopez,Home Office,Chicago,Central,2019-10-09
1960,Elizabeth Thomas,Corporate,Denver,West,2024-02-24
1961,Paul Smith,Consumer,Houston,South,2020-12-20
1962,William Anderson,Consumer,Charlotte,East,2023-07-08
1963,Linda Martinez,Consumer,St. Louis,Central,2020-05-07
1964,William Gonzalez,Consumer,Detroit,North,2022-06-18
1965,Mark Miller,Consumer,Atlanta,South,2019-09-25
1966,Barbara Martinez,Consumer,Washington,East,2020-05-18
1967,Joseph Davis,Home Office,Washington,East,2024-09-20
1968,Ashley Davis,Corporate,Washington,East,2020-06-14
1969,Sarah Taylor,Corporate,Houston,South,2021-08-01
1970,James Thomas,Home Office,Seattle,North,2021-06-14
1971,Elizabeth Jackson,Consumer,Boston,North,2021-07-17
1972,Elizabeth Brown,Corporate,San Francisco,West,2024-05-08
1973,Jessica Rodriguez,Consumer,Detroit,North,2024-02-10
1974,Barbara Williams,Corporate,Miami,South,2020-07-27
1975,Jennifer Taylor,Consumer,Houston,South,2022-12-06
1976,Paul Johnson,Consumer,Los Angeles,West,2022-10-17
1977,Mark Moore,Corporate,St. Louis,Central,2021-05-25
1978,Robert Jackson,Consumer,Seattle,North,2022-01-08
1979,Jessica Jones,Consumer,Atlanta,South,2022-03-28
1980,Robert Miller,Corporate,Dallas,South,2022-06-07
1981,Susan Williams,Consumer,Minneapolis,North,2019-04-20
1982,Mary Wilson,Corporate,Kansas City,Central,2021-04-05
1983,Daniel Lopez,Consumer,Indianapolis,Central,2021-11-23
1984,Paul Martinez,Corporate,Miami,South,2021-11-11
1985,Sarah Thomas,Consumer,Denver,West,2023-04-08
1986,Susan Anderson,Consumer,Houston,South,2022-06-26
1987,Joseph Hernandez,Corporate,Los Angeles,West,2021-03-28
1988,Anthony Thomas,Home Office,Charlotte,East,2020-09-12
1989,James Martinez,Consumer,Denver,West,2021-11-23
1990,Sarah Hernandez,Consumer,Dallas,South,2019-12-12
1991,Betty Anderson,Consumer,Charlotte,East,2023-08-27
1992,Jessica Davis,Consumer,New York,East,2022-04-10
1993,Susan Davis,Consumer,Boston,North,2024-04-13
1994,Karen Martin,Consumer,Atlanta,South,2020-07-01
1995,Betty Gonzalez,Consumer,Chicago,Central,2019-07-02
1996,Daniel Johnson,Consumer,Washington,East,2019-12-22
1997,Mark Moore,Consumer,Philadelphia,East,2021-01-09
1998,Ashley Lopez,Consumer,Miami,South,2021-01-27
1999,Mary Smith,Corporate,Atlanta,South,2019-06-01
2000,Richard Thomas,Consumer,Chicago,Central,2024-11-20
2001,Linda Davis,Consumer,Washington,East,2019-07-15
